Acceleration,Ballcontrol,Finishing,GKdiving,Aggression,POS
36,22,13,69,33,GK
62,71,33,9,70,MID
63,58,48,11,55,MID
52,22,10,70,25,GK
13,23,10,70,17,GK
66,71,33,10,68,MID
59,59,41,8,70,MID
69,60,24,11,62,MID
74,57,17,9,58,MID
66,56,29,8,64,MID
56,51,38,10,71,MID
69,55,21,8,68,MID
31,19,5,68,21,GK
67,63,33,9,78,MID
73,64,16,10,67,MID
66,66,52,8,64,MID
69,63,28,14,64,MID
59,54,22,10,78,MID
69,67,55,15,63,MID
68,67,48,12,74,MID
65,67,59,11,72,MID
47,73,58,9,88,DEF
68,64,61,9,73,MID
72,63,54,10,64,MID
32,15,9,66,28,GK
67,51,29,13,76,MID
49,22,9,67,19,GK
55,63,43,8,59,MID
40,54,19,62,24,GK
64,65,47,8,74,MID
47,15,8,68,31,GK
53,56,20,16,61,MID
73,68,63,9,41,MID
70,65,45,12,53,MID
49,23,19,69,19,GK
75,60,45,13,70,MID
55,68,63,11,62,MID
72,51,29,13,66,MID
69,65,35,13,64,MID
55,60,33,16,76,MID
51,17,20,66,27,GK
66,61,31,6,70,MID
72,64,26,8,66,MID
74,73,53,7,62,MID
65,55,29,15,56,MID
74,66,59,11,39,MID
66,58,41,13,68,MID
74,68,35,9,56,MID
67,58,34,6,69,MID
64,61,39,9,72,MID
53,53,23,10,72,MID
70,65,57,10,66,MID
35,20,8,69,30,GK
65,68,55,15,44,MID
64,63,49,8,70,MID
66,67,51,5,61,MID
58,66,35,15,74,MID
69,61,59,7,68,MID
68,70,24,10,71,MID
74,59,21,9,65,MID
51,55,25,9,59,MID
56,54,23,14,65,MID
65,65,59,7,75,MID
64,61,51,14,76,MID
65,55,22,9,67,MID
73,66,51,16,75,MID
64,60,36,11,67,MID
73,73,51,14,43,MID
66,50,36,8,81,MID
73,67,68,7,51,MID
42,23,15,64,16,GK
42,22,15,68,35,GK
57,49,21,8,63,MID
74,61,30,14,72,MID
63,63,30,11,70,MID
74,55,34,15,66,MID
34,22,11,69,23,GK
73,62,26,13,52,MID
58,58,41,13,67,MID
62,65,59,6,82,MID
59,66,59,7,56,MID
65,55,45,8,55,MID
62,63,44,13,75,MID
66,64,48,14,66,MID
69,63,52,11,66,MID
65,41,33,10,63,MID
67,70,69,5,42,MID
63,50,30,13,48,MID
68,62,24,8,64,MID
43,22,12,70,16,GK
25,17,11,68,26,GK
67,68,43,10,58,MID
51,57,15,8,70,MID
75,63,45,5,64,MID
66,64,26,8,70,MID
32,20,21,64,25,GK
43,16,16,68,26,GK
62,65,33,9,68,MID
63,14,19,75,40,GK
70,64,56,13,61,MID
53,68,47,8,61,MID
53,54,17,12,56,MID
63,59,30,9,59,MID
68,70,40,10,59,MID
61,56,38,11,83,MID
68,68,60,9,55,MID
64,64,24,9,68,MID
72,45,27,12,65,MID
34,19,13,62,34,GK
68,73,53,8,62,MID
54,58,42,13,67,MID
72,55,39,8,70,MID
75,69,64,9,64,MID
55,55,22,12,51,MID
62,36,16,14,67,MID
74,63,39,13,55,MID
74,55,40,6,69,MID
67,62,41,16,70,MID
66,59,28,7,56,MID
64,50,20,12,64,MID
69,65,64,9,47,MID
42,20,17,66,24,GK
65,63,42,9,67,MID
64,68,46,7,53,MID
38,22,13,64,35,GK
55,53,27,7,60,MID
71,58,28,10,68,MID
67,59,35,13,50,MID
66,62,34,6,71,MID
69,60,22,12,68,MID
26,12,9,64,22,GK
38,30,10,67,38,GK
44,25,9,66,21,GK
61,51,23,14,68,MID
59,25,13,68,38,GK
70,65,55,8,87,MID
54,61,42,12,77,MID
68,60,35,9,74,MID
68,57,60,7,91,MID
64,69,33,11,60,MID
51,20,14,63,42,GK
68,66,65,14,69,MID
61,66,39,6,54,MID
71,66,58,12,33,MID
70,65,49,8,54,MID
67,62,51,10,69,MID
38,22,11,65,34,GK
54,54,29,10,51,MID
48,19,12,66,17,GK
65,60,20,9,71,MID
65,68,61,8,64,MID
65,63,62,7,74,MID
66,63,56,10,76,MID
37,13,11,60,44,GK
67,68,34,8,72,MID
33,20,11,65,22,GK
64,46,14,10,57,MID
50,48,23,12,80,MID
70,70,52,7,56,MID
64,37,23,14,69,MID
25,24,5,64,30,GK
62,65,33,1,78,MID
50,33,17,63,33,GK
70,63,59,12,61,MID
75,53,17,14,65,MID
34,23,14,69,25,GK
59,39,23,10,77,MID
73,63,37,7,65,MID
74,61,23,6,59,MID
52,44,35,11,79,MID
50,61,35,10,72,MID
60,63,46,16,63,MID
30,25,15,65,21,GK
47,18,11,64,25,GK
60,63,46,16,70,MID
46,20,13,65,16,GK
58,48,12,7,64,MID
42,22,17,64,22,GK
64,62,22,16,68,MID
74,63,55,10,65,MID
66,52,21,6,46,MID
66,56,41,8,66,MID
74,65,38,15,59,MID
66,60,51,16,72,MID
56,24,19,72,19,GK
46,18,20,66,24,GK
61,64,35,16,64,MID
71,63,30,14,61,MID
55,49,22,12,63,MID
42,22,13,66,24,GK
55,50,32,15,62,MID
45,19,19,66,23,GK
60,65,42,9,72,MID
25,15,5,63,24,GK
67,43,29,14,77,MID
68,55,39,13,79,MID
53,19,11,66,22,GK
71,62,54,14,81,MID
71,64,44,12,78,MID
67,52,26,8,80,MID
71,62,42,11,66,MID
49,38,17,10,70,DEF
60,42,29,7,69,MID
20,12,6,74,28,GK
26,12,6,68,24,GK
63,56,37,14,60,MID
42,25,19,65,17,GK
51,62,43,15,59,MID
26,17,5,61,21,GK
53,44,32,8,77,MID
29,10,5,71,17,GK
75,36,28,10,77,MID
71,52,21,11,68,MID
35,14,17,66,32,GK
65,61,24,14,76,MID
61,64,37,7,76,MID
60,69,43,9,73,MID
74,60,42,15,63,MID
50,62,32,6,89,MID
75,67,20,15,55,MID
63,51,39,9,55,MID
62,63,48,12,63,MID
64,69,45,13,48,MID
67,70,57,8,46,MID
60,62,41,14,77,MID
54,56,23,11,88,MID
70,65,64,12,58,MID
56,67,49,6,76,MID
74,62,34,14,53,MID
67,63,57,8,64,MID
38,23,10,64,19,GK
75,66,45,10,53,MID
51,63,22,7,70,MID
70,67,32,14,56,MID
63,61,43,7,52,MID
69,62,18,15,53,MID
68,46,17,9,64,MID
58,39,33,7,54,MID
61,63,21,10,76,MID
60,65,45,6,65,MID
66,71,62,16,65,MID
63,63,62,13,62,MID
20,20,7,65,21,GK
25,14,10,62,27,GK
58,53,32,7,66,MID
68,61,59,13,75,MID
41,22,13,65,12,GK
43,22,9,66,26,GK
60,57,33,11,75,MID
51,65,51,12,77,MID
73,61,25,14,77,MID
54,33,11,69,27,GK
68,71,51,9,58,MID
56,45,17,9,61,MID
71,68,50,10,71,MID
37,12,5,68,21,GK
43,24,11,68,24,GK
69,60,45,11,57,MID
65,31,31,9,75,MID
51,55,42,16,64,MID
56,64,30,9,50,MID
63,65,45,6,87,MID
60,67,53,15,61,MID
75,52,34,13,69,MID
74,64,39,6,58,MID
54,54,16,5,60,MID
64,61,40,10,62,MID
48,20,11,65,18,GK
69,67,57,8,58,MID
68,70,46,7,66,MID
33,43,68,14,88,DEF
61,51,25,6,55,MID
69,58,51,14,74,MID
72,64,24,13,53,MID
35,23,20,65,24,GK
68,65,55,10,34,MID
64,68,65,7,43,MID
53,50,19,13,60,MID
67,63,42,16,58,MID
58,45,17,15,60,MID
68,64,33,10,56,MID
71,59,26,6,59,MID
57,54,49,11,70,MID
74,64,32,10,61,MID
48,14,12,64,19,GK
57,57,24,7,60,MID
64,68,55,12,76,MID
57,49,34,16,80,MID
70,64,39,13,69,MID
72,61,36,8,56,MID
59,60,40,7,71,MID
66,65,55,10,43,MID
75,55,44,15,65,MID
68,64,33,16,67,MID
72,61,58,10,58,MID
75,60,44,7,53,MID
50,34,13,65,34,GK
69,64,44,14,66,MID
72,70,56,11,41,MID
71,64,42,10,70,MID
54,51,21,8,62,MID
70,63,44,11,54,MID
75,64,60,9,61,MID
47,20,12,62,17,GK
60,58,36,9,69,MID
72,57,33,7,59,MID
72,67,54,10,62,MID
73,74,49,14,43,MID
50,55,17,9,81,MID
51,64,42,10,71,MID
63,38,33,11,64,MID
65,42,30,7,55,MID
74,69,57,7,60,MID
58,58,30,10,71,MID
70,54,36,13,55,MID
69,68,23,11,63,MID
61,60,34,15,56,MID
41,19,12,68,25,GK
24,13,16,66,16,GK
63,57,26,14,55,MID
33,19,15,66,33,GK
63,64,58,8,52,MID
70,60,38,15,92,MID
27,19,7,65,19,GK
66,66,60,6,59,MID
68,59,31,8,60,MID
34,13,18,69,18,GK
73,59,20,14,51,MID
63,69,32,6,75,MID
44,17,16,62,22,GK
68,56,27,11,57,MID
65,67,47,10,72,MID
53,42,25,15,63,MID
51,48,35,11,72,MID
75,70,49,14,70,MID
55,55,27,8,75,MID
57,64,41,11,64,MID
69,70,48,10,40,MID
69,63,28,15,68,MID
70,59,42,11,69,MID
34,21,11,61,45,GK
73,61,33,13,62,MID
62,62,51,15,66,MID
66,44,32,16,65,MID
46,21,14,66,39,GK
65,70,55,12,67,MID
72,65,50,9,65,MID
72,51,25,9,71,MID
66,35,21,12,43,MID
37,15,14,65,22,GK
29,16,9,69,28,GK
63,59,21,13,52,MID
45,16,16,69,17,GK
45,24,11,65,27,GK
62,58,40,7,75,MID
67,65,58,15,64,MID
60,52,23,7,77,MID
54,53,26,7,68,MID
36,23,12,69,40,GK
42,26,11,65,28,GK
69,67,51,8,58,MID
69,61,41,12,60,MID
75,57,34,15,67,MID
63,60,60,11,70,MID
67,65,19,8,63,MID
73,66,66,16,42,MID
66,68,43,11,63,MID
56,66,63,9,59,MID
46,20,17,75,24,GK
66,66,44,8,52,MID
59,69,47,8,63,MID
72,67,53,16,51,MID
60,64,33,9,55,MID
63,47,24,8,59,MID
68,64,23,16,68,MID
73,62,46,9,71,MID
53,52,65,5,85,MID
21,13,8,62,27,GK
36,15,14,62,42,GK
65,62,22,13,69,MID
73,68,44,9,45,MID
68,67,58,10,61,MID
44,14,18,65,24,GK
58,50,39,9,60,MID
69,58,59,14,62,MID
73,60,24,16,71,MID
41,23,14,66,26,GK
63,54,33,5,58,MID
60,66,53,12,70,MID
74,63,37,15,68,MID
28,30,14,61,23,GK
71,53,23,12,64,MID
52,64,22,11,66,MID
58,58,44,10,60,MID
50,64,41,13,75,MID
69,51,33,5,58,MID
68,66,54,7,63,MID
70,46,33,9,59,MID
64,61,30,9,49,MID
68,64,39,12,64,MID
71,66,48,13,45,MID
70,65,62,15,47,MID
62,51,28,16,72,MID
46,10,15,68,24,GK
60,55,38,10,65,MID
73,62,36,14,53,MID
50,24,11,65,21,GK
65,65,53,6,76,MID
40,17,12,65,19,GK
73,58,25,9,63,MID
33,24,12,68,37,GK
74,64,24,10,62,MID
73,61,30,10,50,MID
55,42,14,8,73,MID
66,59,33,6,75,MID
73,66,48,10,55,MID
49,22,17,66,26,GK
36,24,14,63,21,GK
64,65,42,15,79,MID
28,22,11,66,22,GK
54,49,29,11,65,MID
54,65,43,15,67,MID
74,66,57,16,44,MID
53,54,29,8,60,MID
63,62,41,7,72,MID
68,68,45,14,55,MID
54,49,24,12,64,MID
72,53,43,12,65,MID
69,63,48,14,57,MID
54,49,31,3,83,MID
69,55,27,13,69,MID
39,21,19,64,21,GK
69,68,49,11,49,MID
64,58,39,8,59,MID
65,50,33,10,67,MID
71,61,53,14,68,MID
51,65,51,12,71,MID
72,57,23,9,66,MID
63,54,30,7,55,MID
66,39,18,6,75,MID
68,64,41,12,74,MID
73,59,39,11,73,MID
55,63,31,11,75,MID
73,71,56,14,55,MID
75,66,59,11,60,MID
64,59,29,11,65,MID
43,10,12,64,28,GK
72,65,20,8,64,MID
72,61,35,8,52,MID
74,62,28,8,74,MID
63,67,46,12,63,MID
44,23,8,64,44,GK
71,64,54,14,75,MID
75,52,22,7,63,MID
64,64,24,9,68,MID
58,59,31,8,49,MID
64,66,60,7,60,MID
72,63,32,9,64,MID
67,63,40,10,68,MID
57,22,14,68,34,GK
70,64,38,8,49,MID
62,57,38,7,82,MID
50,48,32,6,68,MID
68,66,56,13,73,MID
72,66,61,13,65,MID
62,55,21,12,55,MID
66,67,60,11,61,MID
66,58,44,16,70,MID
54,59,30,11,55,MID
49,22,13,67,24,GK
74,60,35,12,45,MID
26,18,11,66,20,GK
52,23,15,64,30,GK
54,57,41,16,62,MID
61,50,16,8,70,MID
40,28,10,69,39,GK
58,59,57,11,62,MID
61,60,35,11,71,MID
57,33,19,66,29,GK
33,21,11,66,17,GK
49,38,17,10,70,DEF
48,22,14,65,22,GK
74,60,60,15,64,MID
64,67,46,14,80,MID
70,67,40,7,66,MID
68,65,25,8,66,MID
69,59,28,9,64,MID
52,57,36,15,72,MID
51,56,23,15,73,MID
72,42,19,14,70,MID
54,55,43,9,52,MID
64,70,62,7,70,MID
60,59,38,8,69,MID
64,65,49,10,72,MID
48,13,9,66,30,GK
66,59,39,7,62,MID
66,65,41,6,61,MID
62,63,48,12,63,MID
61,58,24,14,64,MID
71,65,51,7,60,MID
67,71,32,6,51,MID
68,53,30,9,64,MID
66,61,59,8,70,MID
59,35,23,7,60,MID
64,64,54,13,83,MID
67,65,29,7,74,MID
60,63,50,7,64,MID
44,21,14,65,37,GK
62,65,46,8,64,MID
74,65,42,11,58,MID
34,23,26,66,28,GK
70,60,54,6,65,MID
67,64,41,9,51,MID
57,50,17,8,71,MID
62,60,40,10,59,MID
63,50,27,11,50,MID
72,61,29,15,64,MID
46,23,12,64,27,GK
53,50,31,13,87,MID
64,69,52,8,44,MID
62,67,42,6,79,MID
54,60,22,11,66,MID
60,63,34,8,48,MID
57,59,29,10,55,MID
75,61,46,14,50,MID
71,67,53,8,58,MID
28,17,11,65,17,GK
67,63,41,10,62,MID
73,63,44,15,53,MID
64,63,57,15,59,MID
70,62,27,14,71,MID
68,63,62,13,73,MID
72,48,38,14,64,MID
67,61,41,13,65,MID
55,45,23,8,67,MID
62,62,35,9,58,MID
69,69,47,11,52,MID
53,44,26,6,49,MID
63,64,53,12,68,MID
73,69,27,12,65,MID
72,50,41,8,62,MID
72,64,56,8,80,MID
71,69,53,14,65,MID
52,43,17,14,70,MID
74,65,54,9,60,MID
60,65,58,14,66,MID
69,51,25,7,66,MID
41,11,12,68,20,GK
70,67,53,10,57,MID
51,19,20,68,20,GK
70,68,52,6,67,MID
50,62,57,15,64,MID
66,61,46,9,72,MID
75,57,55,6,69,MID
67,65,57,5,22,MID
58,58,24,7,72,MID
33,14,7,67,28,GK
68,55,27,6,70,MID
31,15,12,67,22,GK
65,68,26,8,68,MID
63,64,46,9,70,MID
75,64,54,8,63,MID
60,47,27,8,67,MID
66,62,43,1,49,MID
75,63,51,11,77,MID
64,58,40,8,70,MID
55,55,40,13,68,MID
58,52,25,6,69,MID
69,68,33,15,74,MID
70,66,49,12,77,MID
66,59,31,11,70,MID
35,17,13,65,37,GK
68,60,35,12,72,MID
67,69,58,7,67,MID
56,64,60,7,52,MID
67,74,46,9,81,MID
69,60,35,9,77,MID
44,15,13,71,24,GK
54,42,24,11,62,MID
38,33,13,62,23,GK
66,66,49,13,59,MID
63,64,40,14,65,MID
61,68,39,12,55,MID
51,64,49,15,57,MID
65,67,54,8,62,MID
68,31,21,14,49,MID
55,22,15,63,39,GK
75,55,38,10,53,MID
53,60,30,15,51,MID
52,50,19,8,73,MID
45,25,17,66,24,GK
75,62,48,8,66,MID
44,24,10,73,42,GK
40,22,11,63,19,GK
50,22,16,67,45,GK
68,70,44,7,69,MID
63,61,19,12,68,MID
67,61,50,10,66,MID
73,68,55,14,45,MID
67,65,48,10,77,MID
72,66,52,11,64,MID
21,18,13,64,42,GK
36,24,19,66,17,GK
62,59,32,6,67,MID
69,58,42,14,69,MID
51,14,15,63,35,GK
47,16,18,64,31,GK
60,50,24,13,61,MID
71,63,66,15,67,MID
45,19,15,70,27,GK
74,63,57,13,44,MID
71,57,29,6,74,MID
46,21,12,65,30,GK
72,66,61,11,52,MID
68,65,25,7,47,MID
71,62,31,10,62,MID
31,19,8,64,22,GK
55,69,46,5,70,MID
51,55,34,14,73,MID
38,13,15,64,32,GK
63,69,57,6,50,MID
44,20,19,67,24,GK
63,59,32,12,63,MID
67,62,35,12,58,MID
41,23,12,64,25,GK
55,72,38,16,60,MID
69,63,54,7,77,MID
59,54,36,9,61,MID
32,15,12,61,17,GK
66,50,25,13,70,MID
69,56,40,11,56,MID
68,58,36,11,45,MID
73,66,63,6,54,MID
61,62,35,5,59,MID
56,59,20,8,51,MID
63,56,21,5,54,MID
63,56,26,14,61,MID
71,67,53,12,64,MID
63,49,11,11,61,MID
51,39,26,11,64,MID
65,60,35,6,71,MID
70,63,32,7,51,MID
74,58,42,13,70,MID
61,64,27,8,71,MID
68,56,18,8,57,MID
66,65,46,15,62,MID
73,57,30,11,54,MID
74,58,41,8,51,MID
53,19,12,67,31,GK
40,35,13,65,20,GK
55,56,26,11,64,MID
47,17,10,64,25,GK
59,67,56,12,61,MID
71,65,57,16,55,MID
64,46,24,13,66,MID
55,64,29,14,68,MID
58,51,22,10,55,MID
53,58,53,16,80,MID
54,34,15,6,50,MID
68,51,19,10,59,MID
65,52,33,11,57,MID
73,61,44,13,61,MID
71,53,21,16,65,MID
63,50,21,8,48,MID
29,21,15,64,25,GK
72,62,39,8,70,MID
24,11,9,64,27,GK
40,21,10,61,23,GK
31,15,7,68,22,GK
62,64,58,14,54,MID
59,64,57,8,69,MID
69,61,39,14,64,MID
71,59,30,15,54,MID
63,42,41,12,53,MID
54,46,26,11,55,MID
51,53,26,7,63,MID
63,58,39,11,65,MID
72,66,48,5,63,MID
64,62,40,7,67,MID
73,59,33,12,57,MID
74,59,41,12,78,MID
73,66,58,7,67,MID
72,63,56,15,67,MID
68,63,41,11,71,MID
68,63,46,13,72,MID
63,58,17,8,65,MID
72,68,65,12,57,MID
50,22,15,65,40,GK
18,15,8,68,21,GK
24,28,11,64,33,GK
58,58,49,15,65,MID
43,26,20,72,23,GK
64,57,49,10,65,MID
52,22,12,67,24,GK
74,56,29,7,48,MID
52,55,15,9,69,MID
34,18,13,62,34,GK
69,66,49,9,60,MID
71,57,53,11,63,MID
58,12,12,67,41,GK
71,60,23,12,79,MID
61,50,31,7,61,MID
62,54,54,8,63,MID
54,19,13,65,37,GK
64,65,52,14,70,MID
58,68,39,12,62,MID
18,12,8,61,16,GK
70,64,55,14,62,MID
74,61,53,11,67,MID
17,14,6,63,25,GK
36,24,12,63,43,GK
70,66,51,6,60,MID
72,52,27,6,71,MID
75,57,43,11,59,MID
50,56,38,11,51,MID
65,70,42,15,66,MID
59,69,54,7,58,MID
67,66,56,6,57,MID
45,41,10,62,33,GK
73,61,34,15,71,MID
65,66,33,11,63,MID
66,64,56,13,52,MID
49,20,20,63,30,GK
74,67,63,9,59,MID
63,65,38,15,71,MID
52,43,27,8,78,MID
51,60,35,6,65,MID
75,64,32,10,56,MID
66,64,64,15,60,MID
70,66,56,6,50,MID
64,59,27,13,71,MID
24,23,12,63,14,GK
72,54,31,12,60,MID
63,42,22,6,60,MID
68,60,35,16,66,MID
44,25,12,67,32,GK
69,62,51,15,71,MID
41,15,17,65,21,GK
69,66,63,8,58,MID
68,66,60,8,52,MID
72,55,17,11,68,MID
69,64,59,10,47,MID
53,59,32,14,62,MID
71,60,46,7,45,MID
56,58,49,7,68,MID
52,56,40,13,63,MID
62,68,45,8,65,MID
67,58,21,7,63,MID
72,63,33,10,65,MID
65,61,39,10,70,MID
63,34,23,14,70,MID
74,65,34,6,63,MID
58,44,30,14,85,MID
67,58,29,13,56,MID
64,63,47,7,54,MID
68,70,48,13,58,MID
50,54,25,13,64,MID
62,66,31,15,46,MID
60,62,63,13,62,MID
72,63,55,10,63,MID
72,58,33,16,56,MID
52,70,57,15,57,MID
55,47,28,15,53,MID
68,62,47,15,67,MID
54,45,26,11,64,MID
64,53,26,6,66,MID
68,64,55,9,70,MID
61,73,42,15,47,MID
51,40,23,12,65,MID
60,56,32,15,59,MID
69,61,52,7,74,MID
40,23,11,69,27,GK
41,17,20,64,20,GK
67,68,38,11,48,MID
62,54,30,14,54,MID
34,11,11,67,26,GK
62,58,35,9,71,MID
62,52,31,13,65,MID
56,65,20,7,73,MID
55,39,21,14,73,MID
46,24,13,66,16,GK
31,25,15,67,23,GK
60,56,20,15,69,MID
56,52,37,9,68,MID
70,59,48,14,54,MID
75,66,45,15,58,MID
67,50,31,14,71,MID
62,55,26,11,70,MID
50,52,23,7,79,MID
65,50,24,11,78,MID
43,34,13,65,37,GK
42,17,15,64,20,GK
52,44,21,12,66,MID
67,64,54,12,54,MID
51,62,62,14,60,MID
56,67,58,11,58,MID
67,58,43,6,66,MID
58,44,31,5,67,MID
68,60,43,14,63,MID
35,20,4,70,35,GK
54,44,21,6,68,MID
67,44,11,10,82,MID
71,55,51,13,64,MID
35,10,6,64,21,GK
64,59,34,11,64,MID
68,54,37,13,61,MID
73,63,32,6,56,MID
74,61,48,13,79,MID
54,49,21,11,61,MID
67,56,52,7,60,MID
64,65,52,16,69,MID
69,65,43,8,80,MID
64,65,41,6,71,MID
45,26,14,66,23,GK
65,62,46,15,70,MID
73,66,63,16,70,MID
68,52,32,11,63,MID
45,20,19,61,21,GK
72,59,43,15,79,MID
64,57,23,8,53,MID
71,60,39,10,62,MID
45,22,11,63,24,GK
65,60,49,10,42,MID
61,62,28,15,64,MID
20,14,12,60,35,GK
51,39,19,15,66,MID
75,60,28,7,57,MID
37,20,11,63,30,GK
65,68,60,6,55,MID
59,59,18,11,59,MID
58,66,56,10,66,MID
52,63,49,12,48,MID
32,17,12,69,18,GK
58,18,17,64,37,GK
62,66,38,10,70,MID
72,53,33,14,49,MID
66,54,14,11,65,MID
63,59,37,9,59,MID
54,46,26,7,61,MID
70,58,25,1,55,MID
68,66,58,13,74,MID
52,58,23,13,32,MID
57,52,37,6,67,MID
53,59,42,15,74,MID
74,61,44,11,74,MID
62,63,47,14,70,MID
43,16,19,64,24,GK
28,21,6,60,23,GK
22,14,12,64,13,GK
70,60,59,10,59,MID
62,45,15,8,64,MID
72,64,43,10,57,MID
50,52,42,7,65,MID
71,62,36,10,61,MID
75,42,38,8,59,MID
64,60,35,7,89,MID
36,21,11,64,31,GK
56,65,45,7,65,MID
74,60,29,13,63,MID
63,62,62,9,66,MID
70,69,50,8,60,MID
72,60,50,12,58,MID
41,11,11,64,39,GK
67,64,42,11,83,MID
44,18,17,66,25,GK
36,12,11,63,26,GK
50,23,14,64,42,GK
56,62,44,15,68,MID
60,60,45,11,75,MID
55,71,53,6,61,MID
58,61,45,12,64,MID
61,63,54,15,58,MID
71,52,33,12,68,MID
69,54,41,8,60,MID
68,48,26,6,75,MID
66,56,46,7,90,MID
62,43,20,13,66,MID
34,24,12,65,32,GK
60,59,20,7,62,MID
73,54,36,13,79,MID
34,23,14,66,23,GK
29,24,11,63,27,GK
67,59,28,8,75,MID
64,67,26,6,94,MID
72,56,38,15,77,MID
65,64,48,14,59,MID
64,71,28,10,64,MID
67,57,33,8,73,MID
49,20,18,64,23,GK
30,13,5,64,19,GK
64,66,60,14,48,MID
65,65,37,14,73,MID
66,60,45,6,86,MID
75,60,39,10,65,MID
55,62,40,12,59,MID
70,27,18,13,66,MID
72,65,57,7,51,MID
64,48,52,9,66,MID
52,55,23,14,63,MID
37,28,7,69,22,GK
69,62,40,9,48,MID
57,70,56,10,31,MID
71,59,42,10,62,MID
34,29,16,64,23,GK
38,19,14,66,19,GK
66,61,19,13,50,MID
55,58,35,13,76,MID
72,49,23,10,53,MID
40,18,14,64,25,GK
70,67,49,13,52,MID
56,48,38,8,75,MID
70,64,57,14,53,MID
68,68,47,10,70,MID
62,65,50,8,61,MID
32,24,5,64,13,GK
66,62,41,5,75,MID
58,60,32,14,49,MID
64,40,12,63,32,GK
48,19,10,64,18,GK
60,47,28,9,67,MID
75,50,42,14,57,MID
67,60,50,12,50,MID
58,53,11,10,59,MID
70,66,42,5,61,MID
55,63,42,15,65,MID
41,18,17,68,24,GK
54,34,24,8,65,MID
68,68,48,12,50,MID
72,53,29,10,60,MID
64,55,25,8,67,MID
66,68,28,9,54,MID
71,62,58,8,57,MID
62,60,31,14,70,MID
67,56,29,15,63,MID
61,64,60,15,70,MID
48,16,17,66,24,GK
55,26,19,63,29,GK
69,71,36,10,59,MID
67,49,31,7,72,MID
62,53,28,11,60,MID
62,60,36,7,74,MID
69,61,37,12,72,MID
67,61,46,16,70,MID
66,55,37,13,65,MID
68,60,24,6,73,MID
68,55,22,7,56,MID
42,21,11,64,17,GK
52,38,30,9,64,MID
66,59,53,7,63,MID
73,61,50,15,69,MID
59,41,26,10,60,MID
58,68,39,12,62,MID
65,56,27,7,59,MID
68,69,60,10,54,MID
61,66,58,8,55,MID
72,66,57,14,63,MID
35,17,14,65,27,GK
59,54,36,9,61,MID
60,64,48,9,65,MID
68,66,52,14,61,MID
62,35,38,10,61,MID
54,45,17,12,65,MID
73,63,48,11,65,MID
46,20,18,66,16,GK
55,58,26,13,60,MID
52,60,26,12,65,MID
21,15,9,64,16,GK
31,18,10,67,36,GK
73,61,38,14,57,MID
61,64,47,8,84,MID
54,39,21,12,59,MID
30,25,20,65,39,GK
69,67,55,15,65,MID
64,64,39,7,68,MID
67,67,45,6,68,MID
69,66,58,10,64,MID
72,66,49,7,77,MID
38,16,13,62,23,GK
60,53,25,8,62,MID
67,60,37,8,64,MID
57,57,48,12,55,MID
70,65,54,11,62,MID
66,67,51,8,67,MID
54,56,33,12,66,MID
73,69,40,15,64,MID
65,63,23,12,61,MID
43,14,8,66,16,GK
74,47,22,11,60,MID
68,67,46,8,63,MID
67,54,20,11,67,MID
42,22,10,66,22,GK
62,70,55,10,58,MID
62,45,16,14,65,MID
72,53,33,13,63,MID
69,35,19,8,53,MID
59,58,30,8,64,MID
69,59,36,11,62,MID
37,16,19,61,19,GK
51,55,24,11,68,MID
54,54,51,12,88,MID
42,22,15,62,18,GK
20,15,8,60,21,GK
54,39,25,11,69,MID
61,62,31,14,70,MID
34,18,9,64,16,GK
69,66,49,9,60,MID
53,40,38,8,69,MID
57,62,39,5,60,MID
64,62,64,5,62,MID
54,66,39,13,73,MID
69,61,55,9,81,MID
70,63,42,7,53,MID
29,10,5,66,18,GK
72,66,61,12,48,MID
28,22,12,63,31,GK
72,68,53,14,73,MID
57,67,42,14,62,MID
66,65,52,14,62,MID
69,65,54,8,70,MID
75,60,45,12,71,MID
54,70,48,10,41,MID
51,45,24,13,72,MID
70,65,52,16,70,MID
66,62,59,13,64,MID
66,62,33,11,73,MID
62,46,22,6,58,MID
46,23,11,66,38,GK
61,59,32,7,70,MID
55,43,28,6,57,MID
51,65,58,10,81,MID
67,40,27,7,55,MID
56,16,6,67,17,GK
64,65,25,12,65,MID
70,60,38,14,54,MID
52,58,23,13,32,MID
34,17,17,68,23,GK
65,47,19,13,83,MID
67,51,29,10,68,MID
32,24,9,69,38,GK
65,64,36,15,58,MID
49,13,11,62,39,GK
73,59,26,14,68,MID
67,46,54,6,56,MID
47,21,12,65,44,GK
57,55,24,15,56,MID
33,24,13,68,16,GK
49,18,17,67,15,GK
68,57,39,16,75,MID
68,58,51,9,46,MID
64,68,52,12,69,MID
45,16,8,65,24,GK
58,59,31,10,51,MID
67,62,34,11,56,MID
40,8,7,62,18,GK
53,36,18,10,47,MID
68,58,29,11,60,MID
73,60,24,10,64,MID
55,57,41,16,64,MID
74,57,35,10,58,MID
68,56,36,13,63,MID
53,22,18,62,35,GK
68,61,37,15,60,MID
75,50,42,10,65,MID
66,62,23,8,62,MID
54,59,52,8,69,MID
72,61,40,15,74,MID
41,19,19,68,18,GK
56,42,23,14,65,MID
68,62,40,10,58,MID
71,62,40,15,73,MID
64,66,61,8,49,MID
64,58,37,9,69,MID
63,65,44,14,78,MID
71,65,21,16,54,MID
